device_id,recorded_at,value
MD-V6-0000547,2025-12-26 02:01:14.226866+00,26.304
MD-V6-0000547,2025-12-26 02:01:14.359968+00,26.344
MD-V6-0000547,2025-12-26 02:01:14.493071+00,26.397
MD-V6-0000547,2025-12-26 02:01:14.627175+00,26.42
MD-V6-0000547,2025-12-26 02:01:14.760278+00,26.394
MD-V6-0000547,2025-12-26 02:01:14.89338+00,26.49
MD-V6-0000547,2025-12-26 02:01:15.027484+00,26.425
MD-V6-0000547,2025-12-26 02:01:15.160587+00,26.396
MD-V6-0000547,2025-12-26 02:01:15.293689+00,26.455
MD-V6-0000547,2025-12-26 02:01:15.427793+00,26.445
MD-V6-0000547,2025-12-26 02:01:15.560896+00,26.37
MD-V6-0000547,2025-12-26 02:01:15.693999+00,26.408
MD-V6-0000547,2025-12-26 02:01:15.828102+00,26.496
MD-V6-0000547,2025-12-26 02:01:15.961205+00,26.392
MD-V6-0000547,2025-12-26 02:01:16.094308+00,26.382
MD-V6-0000547,2025-12-26 02:01:16.228411+00,26.414
MD-V6-0000547,2025-12-26 02:01:16.361514+00,26.498
MD-V6-0000547,2025-12-26 02:01:16.494617+00,26.464
MD-V6-0000547,2025-12-26 02:01:16.628721+00,26.484
MD-V6-0000547,2025-12-26 02:01:16.761823+00,26.529
MD-V6-0000547,2025-12-26 02:01:16.894926+00,26.477
MD-V6-0000547,2025-12-26 02:01:17.028029+00,26.419
MD-V6-0000547,2025-12-26 02:01:17.162133+00,26.359
MD-V6-0000547,2025-12-26 02:01:17.295235+00,26.474
MD-V6-0000547,2025-12-26 02:01:17.428338+00,26.418
MD-V6-0000547,2025-12-26 02:01:17.562442+00,26.429
MD-V6-0000547,2025-12-26 02:01:17.695544+00,26.398
MD-V6-0000547,2025-12-26 02:01:17.828647+00,26.35
MD-V6-0000547,2025-12-26 02:01:17.962751+00,26.435
MD-V6-0000547,2025-12-26 02:01:18.095854+00,26.543
MD-V6-0000547,2025-12-26 02:01:18.228956+00,26.483
MD-V6-0000547,2025-12-26 02:01:18.36306+00,26.493
MD-V6-0000547,2025-12-26 02:01:18.496163+00,26.355
MD-V6-0000547,2025-12-26 02:01:18.629266+00,26.473
MD-V6-0000547,2025-12-26 02:01:18.763369+00,26.524
MD-V6-0000547,2025-12-26 02:01:18.896472+00,26.475
MD-V6-0000547,2025-12-26 02:01:19.029575+00,26.525
MD-V6-0000547,2025-12-26 02:01:19.163678+00,26.511
MD-V6-0000547,2025-12-26 02:01:19.296781+00,26.434
MD-V6-0000547,2025-12-26 02:01:19.429884+00,26.542
MD-V6-0000547,2025-12-26 02:01:19.563987+00,26.518
MD-V6-0000547,2025-12-26 02:01:19.69709+00,26.579
MD-V6-0000547,2025-12-26 02:01:19.830193+00,26.428
MD-V6-0000547,2025-12-26 02:01:19.964297+00,26.469
