device_id,recorded_at,value
MD-V6-0000547,2025-12-27 19:39:29.03098+00,0.133333
MD-V6-0000547,2025-12-27 19:39:31.898746+00,0.066667
MD-V6-0000547,2025-12-27 19:39:32.098869+00,0.2
MD-V6-0000547,2025-12-27 19:39:35.647053+00,0.066667
MD-V6-0000547,2025-12-27 19:39:35.847176+00,0.266667
MD-V6-0000547,2025-12-27 19:39:40.049763+00,0.066667
MD-V6-0000547,2025-12-27 19:39:40.382968+00,0.066667
MD-V6-0000547,2025-12-27 19:39:49.32147+00,0.066667
MD-V6-0000547,2025-12-27 19:39:58.606186+00,0.266667
MD-V6-0000547,2025-12-27 19:40:01.675075+00,0.066667
MD-V6-0000547,2025-12-27 19:40:02.141362+00,0.066667
MD-V6-0000547,2025-12-27 19:40:03.875429+00,0.066667
MD-V6-0000547,2025-12-27 19:40:04.209635+00,0.133333
MD-V6-0000547,2025-12-27 19:40:06.409989+00,0.066667
MD-V6-0000547,2025-12-27 19:40:06.744195+00,0.133333
MD-V6-0000547,2025-12-27 19:40:13.480341+00,0.066667
MD-V6-0000547,2025-12-27 19:40:28.174387+00,0.2
MD-V6-0000547,2025-12-27 19:40:39.780531+00,0.066667
MD-V6-0000547,2025-12-27 19:40:51.119511+00,0.133333
MD-V6-0000547,2025-12-27 19:40:51.71988+00,0.133333
MD-V6-0000547,2025-12-27 19:41:06.327872+00,0.066667
MD-V6-0000547,2025-12-27 19:41:07.128365+00,0.133333
MD-V6-0000547,2025-12-27 19:41:09.128596+00,0.066667
MD-V6-0000547,2025-12-27 19:41:22.209648+00,0.133333
MD-V6-0000547,2025-12-27 19:41:23.543469+00,0.066667
MD-V6-0000547,2025-12-27 19:41:34.027923+00,0.066667
MD-V6-0000547,2025-12-27 19:41:35.228662+00,0.066667
MD-V6-0000547,2025-12-27 19:41:43.239594+00,0.133333
MD-V6-0000547,2025-12-27 19:41:56.119522+00,0.066667
MD-V6-0000547,2025-12-27 19:41:59.468583+00,0.4
MD-V6-0000547,2025-12-27 19:42:09.813951+00,0.066667
MD-V6-0000547,2025-12-27 19:42:32.111677+00,0.066667
MD-V6-0000547,2025-12-27 19:42:33.446499+00,0.066667
MD-V6-0000547,2025-12-27 19:42:35.587817+00,0.066667
MD-V6-0000547,2025-12-27 19:42:54.403399+00,0.266667
MD-V6-0000547,2025-12-27 19:42:59.745687+00,0.066667
MD-V6-0000547,2025-12-27 19:43:16.227833+00,0.133333
MD-V6-0000547,2025-12-27 19:43:16.494997+00,0.133333
MD-V6-0000547,2025-12-27 19:43:26.774325+00,0.066667
MD-V6-0000547,2025-12-27 19:43:27.240612+00,0.066667
MD-V6-0000547,2025-12-27 19:43:27.706899+00,0.066667
MD-V6-0000547,2025-12-27 19:43:32.84306+00,0.133333
MD-V6-0000547,2025-12-27 19:43:33.110225+00,0.066667
MD-V6-0000547,2025-12-27 19:43:35.044415+00,0.066667
MD-V6-0000547,2025-12-27 19:43:38.712674+00,0.133333
MD-V6-0000547,2025-12-27 19:43:42.128776+00,0.066667
MD-V6-0000547,2025-12-27 19:43:43.528638+00,0.133333
MD-V6-0000547,2025-12-27 19:43:45.062582+00,0.133333
MD-V6-0000547,2025-12-27 19:43:46.263321+00,0.133333
MD-V6-0000547,2025-12-27 19:43:49.745465+00,0.133333
MD-V6-0000547,2025-12-27 19:43:51.479532+00,0.066667
MD-V6-0000547,2025-12-27 19:44:00.090833+00,0.266667
MD-V6-0000547,2025-12-27 19:44:02.825516+00,0.066667
MD-V6-0000547,2025-12-27 19:44:04.093297+00,0.066667
MD-V6-0000547,2025-12-27 19:44:11.169653+00,0.066667
MD-V6-0000547,2025-12-27 19:44:20.727536+00,0.133333
MD-V6-0000547,2025-12-27 19:44:30.266408+00,0.133333
MD-V6-0000547,2025-12-27 19:44:40.004402+00,0.133333
MD-V6-0000547,2025-12-27 19:44:44.346075+00,0.2
MD-V6-0000547,2025-12-27 19:44:49.482236+00,0.133333
MD-V6-0000547,2025-12-27 19:44:52.290965+00,0.2
MD-V6-0000547,2025-12-27 19:45:09.126328+00,0.066667
MD-V6-0000547,2025-12-27 19:45:18.283965+00,0.066667
MD-V6-0000547,2025-12-27 19:45:28.642342+00,0.2
MD-V6-0000547,2025-12-27 19:45:28.976547+00,0.133333
MD-V6-0000547,2025-12-27 19:45:30.844697+00,0.066667
MD-V6-0000547,2025-12-27 19:45:37.260647+00,0.066667
MD-V6-0000547,2025-12-27 19:45:43.27735+00,0.066667
